# Calibration file of tamex_id 2 @ channel 10
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0
18		0.007109
19		0.0102686
20		0.0126382
21		0.0173776
22		0.0173776
23		0.0197472
24		0.0197472
25		0.0276461
26		0.028436
27		0.028436
28		0.0315956
29		0.0315956
30		0.0371248
31		0.0387046
32		0.0387046
33		0.042654
34		0.0434439
35		0.0458136
36		0.0489731
37		0.0505529
38		0.0537125
39		0.0576619
40		0.0600316
41		0.0608215
42		0.0624013
43		0.0671406
44		0.0679305
45		0.0695103
46		0.07109
47		0.0766193
48		0.0774092
49		0.0781991
50		0.0797788
51		0.0868878
52		0.0884676
53		0.0892575
54		0.0900474
55		0.0955766
56		0.0955766
57		0.0955766
58		0.0955766
59		0.0971564
60		0.101106
61		0.101106
62		0.103476
63		0.105845
64		0.107425
65		0.110585
66		0.112164
67		0.113744
68		0.116114
69		0.116904
70		0.116904
71		0.120063
72		0.121643
73		0.124013
74		0.127172
75		0.128752
76		0.128752
77		0.128752
78		0.130332
79		0.131912
80		0.135071
81		0.138231
82		0.139021
83		0.14218
84		0.14297
85		0.146919
86		0.146919
87		0.150869
88		0.153239
89		0.155608
90		0.157188
91		0.159558
92		0.160348
93		0.169036
94		0.169036
95		0.169036
96		0.172196
97		0.172986
98		0.175355
99		0.176145
100		0.176145
101		0.177725
102		0.180095
103		0.181675
104		0.184834
105		0.184834
106		0.186414
107		0.189573
108		0.191153
109		0.191153
110		0.194313
111		0.197472
112		0.197472
113		0.199052
114		0.199842
115		0.203002
116		0.206161
117		0.206161
118		0.206951
119		0.21169
120		0.21327
121		0.21406
122		0.21722
123		0.224329
124		0.225908
125		0.225908
126		0.229068
127		0.230648
128		0.232227
129		0.233807
130		0.236967
131		0.239336
132		0.240916
133		0.240916
134		0.241706
135		0.248815
136		0.248815
137		0.249605
138		0.256714
139		0.259874
140		0.262243
141		0.264613
142		0.271722
143		0.272512
144		0.278831
145		0.279621
146		0.281991
147		0.281991
148		0.28357
149		0.28831
150		0.28831
151		0.28831
152		0.2891
153		0.293839
154		0.296209
155		0.296998
156		0.296998
157		0.299368
