# Calibration file of tamex_id 1 @ channel 7
# fine_T bin		 Calibration value
1		0
2		0
3		0
4		0
5		0
6		0
7		0
8		0
9		0
10		0
11		0
12		0
13		0
14		0
15		0
16		0
17		0.00208527
18		0.0051122
19		0.00699288
20		0.0102296
21		0.0147674
22		0.0156068
23		0.0176291
24		0.0194835
25		0.0215662
26		0.0244436
27		0.0257735
28		0.0268331
29		0.0297604
30		0.0323729
31		0.0341591
32		0.0347467
33		0.0358798
34		0.0372936
35		0.0410523
36		0.0432032
37		0.0436779
38		0.0453462
39		0.0482498
40		0.0494197
41		0.0510669
42		0.0541227
43		0.0568112
44		0.0581595
45		0.0591509
46		0.0596388
47		0.0635917
48		0.0657425
49		0.0673294
50		0.0685622
51		0.0700468
52		0.0721793
53		0.07294
54		0.0778948
55		0.0783066
56		0.0790227
57		0.0814306
58		0.0834319
59		0.0850057
60		0.0874687
61		0.0908576
62		0.0916078
63		0.0921691
64		0.0954111
65		0.0983856
66		0.0990649
67		0.101454
68		0.10173
69		0.105858
70		0.107692
71		0.109373
72		0.11
73		0.111702
74		0.115668
75		0.117255
76		0.118449
77		0.119831
78		0.122063
79		0.124542
80		0.126066
81		0.129539
82		0.130688
83		0.131732
84		0.13528
85		0.136201
86		0.13926
87		0.141017
88		0.142208
89		0.143894
90		0.147089
91		0.149064
92		0.15078
93		0.15164
94		0.152603
95		0.157403
96		0.158848
97		0.160241
98		0.160834
99		0.164553
100		0.167444
101		0.16775
102		0.169584
103		0.171708
104		0.173859
105		0.175761
106		0.177545
107		0.179761
108		0.181104
109		0.183499
110		0.184349
111		0.187389
112		0.189096
113		0.191022
114		0.192498
115		0.195866
116		0.197272
117		0.199567
118		0.200999
119		0.201912
120		0.205857
121		0.206909
122		0.209506
123		0.210794
124		0.211565
125		0.214964
126		0.216834
127		0.218796
128		0.221364
129		0.224646
130		0.225897
131		0.226854
132		0.228748
133		0.231675
134		0.231937
135		0.2344
136		0.23663
137		0.240974
138		0.241312
139		0.242096
140		0.242985
141		0.245858
142		0.248604
143		0.250768
144		0.253034
145		0.255765
146		0.256237
147		0.257582
148		0.259439
149		0.263718
150		0.264232
151		0.266063
152		0.268074
153		0.270084
154		0.272945
155		0.273719
